Step,AgentID,AgentType,consumption
232,24,ModernResidentialBuildingAgent,1650.0
232,25,ModernResidentialBuildingAgent,1650.0
232,26,ModernResidentialBuildingAgent,1650.0
232,27,ModernResidentialBuildingAgent,1650.0
232,28,ModernResidentialBuildingAgent,1650.0
232,29,ModernResidentialBuildingAgent,1650.0
232,30,ResidentialBuildingAgent,3790.0
232,31,ResidentialBuildingAgent,3790.0
232,32,ResidentialBuildingAgent,3790.0
232,33,ResidentialBuildingAgent,3790.0
232,34,ResidentialBuildingAgent,3790.0
232,35,ResidentialBuildingAgent,3790.0
232,36,ResidentialBuildingAgent,3790.0
232,37,ResidentialBuildingAgent,3790.0
232,38,ResidentialBuildingAgent,3790.0
232,39,ResidentialBuildingAgent,3790.0
232,40,ResidentialBuildingAgent,3790.0
232,41,ResidentialBuildingAgent,3790.0
233,1,EnterpriseBuildingAgent,43240.79366390878
233,2,OfficeBuildingAgent,5525.0
233,3,OfficeBuildingAgent,22100.0
233,4,OfficeBuildingAgent,55250.0
233,5,OfficeBuildingAgent,55250.0
233,6,HospitalBuildingAgent,21464.8401826484
233,7,HospitalBuildingAgent,21464.8401826484
233,8,MallAgent,6521.69679978802
233,9,MallAgent,6521.69679978802
233,10,ModernResidentialBuildingAgent,1650.0
233,11,ModernResidentialBuildingAgent,1650.0
233,12,ModernResidentialBuildingAgent,1650.0
233,13,ModernResidentialBuildingAgent,1650.0
233,14,ModernResidentialBuildingAgent,1650.0
233,15,ModernResidentialBuildingAgent,1650.0
233,16,ModernResidentialBuildingAgent,1650.0
233,17,ModernResidentialBuildingAgent,1650.0
233,18,ModernResidentialBuildingAgent,1650.0
233,19,ModernResidentialBuildingAgent,1650.0
233,20,ModernResidentialBuildingAgent,1650.0
233,21,ModernResidentialBuildingAgent,1650.0
233,22,ModernResidentialBuildingAgent,1650.0
233,23,ModernResidentialBuildingAgent,1650.0
233,24,ModernResidentialBuildingAgent,1650.0
233,25,ModernResidentialBuildingAgent,1650.0
233,26,ModernResidentialBuildingAgent,1650.0
233,27,ModernResidentialBuildingAgent,1650.0
233,28,ModernResidentialBuildingAgent,1650.0
233,29,ModernResidentialBuildingAgent,1650.0
233,30,ResidentialBuildingAgent,3790.0
233,31,ResidentialBuildingAgent,3790.0
233,32,ResidentialBuildingAgent,3790.0
233,33,ResidentialBuildingAgent,3790.0
233,34,ResidentialBuildingAgent,3790.0
233,35,ResidentialBuildingAgent,3790.0
233,36,ResidentialBuildingAgent,3790.0
233,37,ResidentialBuildingAgent,3790.0
233,38,ResidentialBuildingAgent,3790.0
233,39,ResidentialBuildingAgent,3790.0
233,40,ResidentialBuildingAgent,3790.0
233,41,ResidentialBuildingAgent,3790.0
234,1,EnterpriseBuildingAgent,62831.033349307145
234,2,OfficeBuildingAgent,5525.0
234,3,OfficeBuildingAgent,22100.0
234,4,OfficeBuildingAgent,55250.0
234,5,OfficeBuildingAgent,55250.0
234,6,HospitalBuildingAgent,21464.8401826484
234,7,HospitalBuildingAgent,21464.8401826484
234,8,MallAgent,6458.779540693127
234,9,MallAgent,6458.779540693127
234,10,ModernResidentialBuildingAgent,1650.0
234,11,ModernResidentialBuildingAgent,1650.0
234,12,ModernResidentialBuildingAgent,1650.0
234,13,ModernResidentialBuildingAgent,1650.0
234,14,ModernResidentialBuildingAgent,1650.0
234,15,ModernResidentialBuildingAgent,1650.0
234,16,ModernResidentialBuildingAgent,1650.0
234,17,ModernResidentialBuildingAgent,1650.0
234,18,ModernResidentialBuildingAgent,1650.0
234,19,ModernResidentialBuildingAgent,1650.0
234,20,ModernResidentialBuildingAgent,1650.0
234,21,ModernResidentialBuildingAgent,1650.0
234,22,ModernResidentialBuildingAgent,1650.0
234,23,ModernResidentialBuildingAgent,1650.0
234,24,ModernResidentialBuildingAgent,1650.0
234,25,ModernResidentialBuildingAgent,1650.0
234,26,ModernResidentialBuildingAgent,1650.0
234,27,ModernResidentialBuildingAgent,1650.0
234,28,ModernResidentialBuildingAgent,1650.0
234,29,ModernResidentialBuildingAgent,1650.0
234,30,ResidentialBuildingAgent,3790.0
234,31,ResidentialBuildingAgent,3790.0
234,32,ResidentialBuildingAgent,3790.0
234,33,ResidentialBuildingAgent,3790.0
234,34,ResidentialBuildingAgent,3790.0
234,35,ResidentialBuildingAgent,3790.0
234,36,ResidentialBuildingAgent,3790.0
234,37,ResidentialBuildingAgent,3790.0
234,38,ResidentialBuildingAgent,3790.0
234,39,ResidentialBuildingAgent,3790.0
234,40,ResidentialBuildingAgent,3790.0
234,41,ResidentialBuildingAgent,3790.0
235,1,EnterpriseBuildingAgent,70483.95872369758
235,2,OfficeBuildingAgent,5525.0
235,3,OfficeBuildingAgent,22100.0
235,4,OfficeBuildingAgent,55250.0
235,5,OfficeBuildingAgent,55250.0
235,6,HospitalBuildingAgent,21464.8401826484
235,7,HospitalBuildingAgent,21464.8401826484
235,8,MallAgent,6480.846560999599
235,9,MallAgent,6480.846560999599
235,10,ModernResidentialBuildingAgent,1650.0
235,11,ModernResidentialBuildingAgent,1650.0
235,12,ModernResidentialBuildingAgent,1650.0
235,13,ModernResidentialBuildingAgent,1650.0
235,14,ModernResidentialBuildingAgent,1650.0
235,15,ModernResidentialBuildingAgent,1650.0
235,16,ModernResidentialBuildingAgent,1650.0
235,17,ModernResidentialBuildingAgent,1650.0
235,18,ModernResidentialBuildingAgent,1650.0
235,19,ModernResidentialBuildingAgent,1650.0
235,20,ModernResidentialBuildingAgent,1650.0
235,21,ModernResidentialBuildingAgent,1650.0
235,22,ModernResidentialBuildingAgent,1650.0
235,23,ModernResidentialBuildingAgent,1650.0
235,24,ModernResidentialBuildingAgent,1650.0
235,25,ModernResidentialBuildingAgent,1650.0
235,26,ModernResidentialBuildingAgent,1650.0
235,27,ModernResidentialBuildingAgent,1650.0
235,28,ModernResidentialBuildingAgent,1650.0
235,29,ModernResidentialBuildingAgent,1650.0
235,30,ResidentialBuildingAgent,3790.0
235,31,ResidentialBuildingAgent,3790.0
235,32,ResidentialBuildingAgent,3790.0
235,33,ResidentialBuildingAgent,3790.0
235,34,ResidentialBuildingAgent,3790.0
235,35,ResidentialBuildingAgent,3790.0
235,36,ResidentialBuildingAgent,3790.0
235,37,ResidentialBuildingAgent,3790.0
235,38,ResidentialBuildingAgent,3790.0
235,39,ResidentialBuildingAgent,3790.0
235,40,ResidentialBuildingAgent,3790.0
235,41,ResidentialBuildingAgent,3790.0
236,1,EnterpriseBuildingAgent,11599.56816424592
236,2,OfficeBuildingAgent,5525.0
236,3,OfficeBuildingAgent,22100.0
236,4,OfficeBuildingAgent,55250.0
236,5,OfficeBuildingAgent,55250.0
236,6,HospitalBuildingAgent,21464.8401826484
236,7,HospitalBuildingAgent,21464.8401826484
236,8,MallAgent,6296.170328395745
236,9,MallAgent,6296.170328395745
236,10,ModernResidentialBuildingAgent,1650.0
236,11,ModernResidentialBuildingAgent,1650.0
236,12,ModernResidentialBuildingAgent,1650.0
236,13,ModernResidentialBuildingAgent,1650.0
236,14,ModernResidentialBuildingAgent,1650.0
236,15,ModernResidentialBuildingAgent,1650.0
236,16,ModernResidentialBuildingAgent,1650.0
236,17,ModernResidentialBuildingAgent,1650.0
236,18,ModernResidentialBuildingAgent,1650.0
236,19,ModernResidentialBuildingAgent,1650.0
236,20,ModernResidentialBuildingAgent,1650.0
236,21,ModernResidentialBuildingAgent,1650.0
236,22,ModernResidentialBuildingAgent,1650.0
236,23,ModernResidentialBuildingAgent,1650.0
236,24,ModernResidentialBuildingAgent,1650.0
236,25,ModernResidentialBuildingAgent,1650.0
236,26,ModernResidentialBuildingAgent,1650.0
236,27,ModernResidentialBuildingAgent,1650.0
236,28,ModernResidentialBuildingAgent,1650.0
236,29,ModernResidentialBuildingAgent,1650.0
236,30,ResidentialBuildingAgent,3790.0
236,31,ResidentialBuildingAgent,3790.0
236,32,ResidentialBuildingAgent,3790.0
236,33,ResidentialBuildingAgent,3790.0
236,34,ResidentialBuildingAgent,3790.0
236,35,ResidentialBuildingAgent,3790.0
236,36,ResidentialBuildingAgent,3790.0
236,37,ResidentialBuildingAgent,3790.0
236,38,ResidentialBuildingAgent,3790.0
236,39,ResidentialBuildingAgent,3790.0
236,40,ResidentialBuildingAgent,3790.0
236,41,ResidentialBuildingAgent,3790.0
237,1,EnterpriseBuildingAgent,2499.338286302218
237,2,OfficeBuildingAgent,5525.0
237,3,OfficeBuildingAgent,22100.0
237,4,OfficeBuildingAgent,55250.0
237,5,OfficeBuildingAgent,55250.0
237,6,HospitalBuildingAgent,21464.8401826484
237,7,HospitalBuildingAgent,21464.8401826484
237,8,MallAgent,6116.7464475532815
237,9,MallAgent,6116.7464475532815
237,10,ModernResidentialBuildingAgent,1650.0
237,11,ModernResidentialBuildingAgent,1650.0
237,12,ModernResidentialBuildingAgent,1650.0
237,13,ModernResidentialBuildingAgent,1650.0
237,14,ModernResidentialBuildingAgent,1650.0
237,15,ModernResidentialBuildingAgent,1650.0
237,16,ModernResidentialBuildingAgent,1650.0
237,17,ModernResidentialBuildingAgent,1650.0
237,18,ModernResidentialBuildingAgent,1650.0
237,19,ModernResidentialBuildingAgent,1650.0
237,20,ModernResidentialBuildingAgent,1650.0
237,21,ModernResidentialBuildingAgent,1650.0
237,22,ModernResidentialBuildingAgent,1650.0
237,23,ModernResidentialBuildingAgent,1650.0
237,24,ModernResidentialBuildingAgent,1650.0
237,25,ModernResidentialBuildingAgent,1650.0
237,26,ModernResidentialBuildingAgent,1650.0
237,27,ModernResidentialBuildingAgent,1650.0
237,28,ModernResidentialBuildingAgent,1650.0
237,29,ModernResidentialBuildingAgent,1650.0
237,30,ResidentialBuildingAgent,3790.0
237,31,ResidentialBuildingAgent,3790.0
237,32,ResidentialBuildingAgent,3790.0
237,33,ResidentialBuildingAgent,3790.0
237,34,ResidentialBuildingAgent,3790.0
237,35,ResidentialBuildingAgent,3790.0
237,36,ResidentialBuildingAgent,3790.0
237,37,ResidentialBuildingAgent,3790.0
237,38,ResidentialBuildingAgent,3790.0
237,39,ResidentialBuildingAgent,3790.0
237,40,ResidentialBuildingAgent,3790.0
237,41,ResidentialBuildingAgent,3790.0
238,1,EnterpriseBuildingAgent,2499.338286302218
238,2,OfficeBuildingAgent,5525.0
238,3,OfficeBuildingAgent,22100.0
238,4,OfficeBuildingAgent,55250.0
238,5,OfficeBuildingAgent,55250.0
238,6,HospitalBuildingAgent,21464.8401826484
238,7,HospitalBuildingAgent,21464.8401826484
238,8,MallAgent,4474.982517828193
238,9,MallAgent,4474.982517828193
238,10,ModernResidentialBuildingAgent,1650.0
238,11,ModernResidentialBuildingAgent,1650.0
238,12,ModernResidentialBuildingAgent,1650.0
238,13,ModernResidentialBuildingAgent,1650.0
238,14,ModernResidentialBuildingAgent,1650.0
238,15,ModernResidentialBuildingAgent,1650.0
238,16,ModernResidentialBuildingAgent,1650.0
238,17,ModernResidentialBuildingAgent,1650.0
238,18,ModernResidentialBuildingAgent,1650.0
238,19,ModernResidentialBuildingAgent,1650.0
238,20,ModernResidentialBuildingAgent,1650.0
238,21,ModernResidentialBuildingAgent,1650.0
238,22,ModernResidentialBuildingAgent,1650.0
238,23,ModernResidentialBuildingAgent,1650.0
238,24,ModernResidentialBuildingAgent,1650.0
238,25,ModernResidentialBuildingAgent,1650.0
238,26,ModernResidentialBuildingAgent,1650.0
238,27,ModernResidentialBuildingAgent,1650.0
238,28,ModernResidentialBuildingAgent,1650.0
238,29,ModernResidentialBuildingAgent,1650.0
238,30,ResidentialBuildingAgent,3790.0
238,31,ResidentialBuildingAgent,3790.0
238,32,ResidentialBuildingAgent,3790.0
238,33,ResidentialBuildingAgent,3790.0
238,34,ResidentialBuildingAgent,3790.0
238,35,ResidentialBuildingAgent,3790.0
238,36,ResidentialBuildingAgent,3790.0
238,37,ResidentialBuildingAgent,3790.0
238,38,ResidentialBuildingAgent,3790.0
238,39,ResidentialBuildingAgent,3790.0
238,40,ResidentialBuildingAgent,3790.0
238,41,ResidentialBuildingAgent,3790.0
239,1,EnterpriseBuildingAgent,2473.6687934721263
239,2,OfficeBuildingAgent,5525.0
239,3,OfficeBuildingAgent,22100.0
239,4,OfficeBuildingAgent,55250.0
239,5,OfficeBuildingAgent,55250.0
239,6,HospitalBuildingAgent,21464.8401826484
239,7,HospitalBuildingAgent,21464.8401826484
239,8,MallAgent,3297.2026665848202
239,9,MallAgent,3297.2026665848202
239,10,ModernResidentialBuildingAgent,1650.0
239,11,ModernResidentialBuildingAgent,1650.0
239,12,ModernResidentialBuildingAgent,1650.0
239,13,ModernResidentialBuildingAgent,1650.0
239,14,ModernResidentialBuildingAgent,1650.0
239,15,ModernResidentialBuildingAgent,1650.0
239,16,ModernResidentialBuildingAgent,1650.0
239,17,ModernResidentialBuildingAgent,1650.0
239,18,ModernResidentialBuildingAgent,1650.0
239,19,ModernResidentialBuildingAgent,1650.0
239,20,ModernResidentialBuildingAgent,1650.0
239,21,ModernResidentialBuildingAgent,1650.0
239,22,ModernResidentialBuildingAgent,1650.0
239,23,ModernResidentialBuildingAgent,1650.0
239,24,ModernResidentialBuildingAgent,1650.0
239,25,ModernResidentialBuildingAgent,1650.0
239,26,ModernResidentialBuildingAgent,1650.0
239,27,ModernResidentialBuildingAgent,1650.0
239,28,ModernResidentialBuildingAgent,1650.0
239,29,ModernResidentialBuildingAgent,1650.0
239,30,ResidentialBuildingAgent,3790.0
239,31,ResidentialBuildingAgent,3790.0
239,32,ResidentialBuildingAgent,3790.0
239,33,ResidentialBuildingAgent,3790.0
239,34,ResidentialBuildingAgent,3790.0
239,35,ResidentialBuildingAgent,3790.0
239,36,ResidentialBuildingAgent,3790.0
239,37,ResidentialBuildingAgent,3790.0
239,38,ResidentialBuildingAgent,3790.0
239,39,ResidentialBuildingAgent,3790.0
239,40,ResidentialBuildingAgent,3790.0
239,41,ResidentialBuildingAgent,3790.0
240,1,EnterpriseBuildingAgent,16520.707429914273
240,2,OfficeBuildingAgent,5525.0
240,3,OfficeBuildingAgent,22100.0
240,4,OfficeBuildingAgent,55250.0
240,5,OfficeBuildingAgent,55250.0
240,6,HospitalBuildingAgent,21464.8401826484
240,7,HospitalBuildingAgent,21464.8401826484
240,8,MallAgent,218.794392909597
240,9,MallAgent,218.794392909597
240,10,ModernResidentialBuildingAgent,1650.0
240,11,ModernResidentialBuildingAgent,1650.0
240,12,ModernResidentialBuildingAgent,1650.0
240,13,ModernResidentialBuildingAgent,1650.0
240,14,ModernResidentialBuildingAgent,1650.0
240,15,ModernResidentialBuildingAgent,1650.0
240,16,ModernResidentialBuildingAgent,1650.0
240,17,ModernResidentialBuildingAgent,1650.0
240,18,ModernResidentialBuildingAgent,1650.0
240,19,ModernResidentialBuildingAgent,1650.0
240,20,ModernResidentialBuildingAgent,1650.0
240,21,ModernResidentialBuildingAgent,1650.0
240,22,ModernResidentialBuildingAgent,1650.0
240,23,ModernResidentialBuildingAgent,1650.0
240,24,ModernResidentialBuildingAgent,1650.0
240,25,ModernResidentialBuildingAgent,1650.0
240,26,ModernResidentialBuildingAgent,1650.0
240,27,ModernResidentialBuildingAgent,1650.0
240,28,ModernResidentialBuildingAgent,1650.0
240,29,ModernResidentialBuildingAgent,1650.0
240,30,ResidentialBuildingAgent,3790.0
240,31,ResidentialBuildingAgent,3790.0
240,32,ResidentialBuildingAgent,3790.0
240,33,ResidentialBuildingAgent,3790.0
240,34,ResidentialBuildingAgent,3790.0
240,35,ResidentialBuildingAgent,3790.0
240,36,ResidentialBuildingAgent,3790.0
240,37,ResidentialBuildingAgent,3790.0
240,38,ResidentialBuildingAgent,3790.0
240,39,ResidentialBuildingAgent,3790.0
240,40,ResidentialBuildingAgent,3790.0
240,41,ResidentialBuildingAgent,3790.0
241,1,EnterpriseBuildingAgent,974.5479151612307
241,2,OfficeBuildingAgent,675.0
241,3,OfficeBuildingAgent,2700.0
241,4,OfficeBuildingAgent,6750.0
241,5,OfficeBuildingAgent,6750.0
241,6,HospitalBuildingAgent,21464.8401826484
241,7,HospitalBuildingAgent,21464.8401826484
241,8,MallAgent,178.95639439602542
241,9,MallAgent,178.95639439602542
241,10,ModernResidentialBuildingAgent,1650.0
241,11,ModernResidentialBuildingAgent,1650.0
241,12,ModernResidentialBuildingAgent,1650.0
241,13,ModernResidentialBuildingAgent,1650.0
241,14,ModernResidentialBuildingAgent,1650.0
241,15,ModernResidentialBuildingAgent,1650.0
241,16,ModernResidentialBuildingAgent,1650.0
241,17,ModernResidentialBuildingAgent,1650.0
241,18,ModernResidentialBuildingAgent,1650.0
241,19,ModernResidentialBuildingAgent,1650.0
241,20,ModernResidentialBuildingAgent,1650.0
241,21,ModernResidentialBuildingAgent,1650.0
241,22,ModernResidentialBuildingAgent,1650.0
241,23,ModernResidentialBuildingAgent,1650.0
241,24,ModernResidentialBuildingAgent,1650.0
241,25,ModernResidentialBuildingAgent,1650.0
241,26,ModernResidentialBuildingAgent,1650.0
241,27,ModernResidentialBuildingAgent,1650.0
241,28,ModernResidentialBuildingAgent,1650.0
241,29,ModernResidentialBuildingAgent,1650.0
241,30,ResidentialBuildingAgent,3790.0
241,31,ResidentialBuildingAgent,3790.0
241,32,ResidentialBuildingAgent,3790.0
241,33,ResidentialBuildingAgent,3790.0
241,34,ResidentialBuildingAgent,3790.0
241,35,ResidentialBuildingAgent,3790.0
241,36,ResidentialBuildingAgent,3790.0
241,37,ResidentialBuildingAgent,3790.0
241,38,ResidentialBuildingAgent,3790.0
241,39,ResidentialBuildingAgent,3790.0
241,40,ResidentialBuildingAgent,3790.0
241,41,ResidentialBuildingAgent,3790.0
242,1,EnterpriseBuildingAgent,1641.6171349060091
242,2,OfficeBuildingAgent,675.0
242,3,OfficeBuildingAgent,2700.0
242,4,OfficeBuildingAgent,6750.0
242,5,OfficeBuildingAgent,6750.0
242,6,HospitalBuildingAgent,21464.8401826484
242,7,HospitalBuildingAgent,21464.8401826484
242,8,MallAgent,163.3067167144737
242,9,MallAgent,163.3067167144737
242,10,ModernResidentialBuildingAgent,1650.0
242,11,ModernResidentialBuildingAgent,1650.0
242,12,ModernResidentialBuildingAgent,1650.0
242,13,ModernResidentialBuildingAgent,1650.0
242,14,ModernResidentialBuildingAgent,1650.0
242,15,ModernResidentialBuildingAgent,1650.0
242,16,ModernResidentialBuildingAgent,1650.0
242,17,ModernResidentialBuildingAgent,1650.0
242,18,ModernResidentialBuildingAgent,1650.0
242,19,ModernResidentialBuildingAgent,1650.0
242,20,ModernResidentialBuildingAgent,1650.0
242,21,ModernResidentialBuildingAgent,1650.0
242,22,ModernResidentialBuildingAgent,1650.0
242,23,ModernResidentialBuildingAgent,1650.0
242,24,ModernResidentialBuildingAgent,1650.0
242,25,ModernResidentialBuildingAgent,1650.0
242,26,ModernResidentialBuildingAgent,1650.0
242,27,ModernResidentialBuildingAgent,1650.0
242,28,ModernResidentialBuildingAgent,1650.0
242,29,ModernResidentialBuildingAgent,1650.0
242,30,ResidentialBuildingAgent,3790.0
242,31,ResidentialBuildingAgent,3790.0
242,32,ResidentialBuildingAgent,3790.0
242,33,ResidentialBuildingAgent,3790.0
242,34,ResidentialBuildingAgent,3790.0
242,35,ResidentialBuildingAgent,3790.0
242,36,ResidentialBuildingAgent,3790.0
242,37,ResidentialBuildingAgent,3790.0
242,38,ResidentialBuildingAgent,3790.0
242,39,ResidentialBuildingAgent,3790.0
242,40,ResidentialBuildingAgent,3790.0
242,41,ResidentialBuildingAgent,3790.0
243,1,EnterpriseBuildingAgent,1962.0439341769181
243,2,OfficeBuildingAgent,675.0
243,3,OfficeBuildingAgent,2700.0
243,4,OfficeBuildingAgent,6750.0
243,5,OfficeBuildingAgent,6750.0
243,6,HospitalBuildingAgent,21464.8401826484
243,7,HospitalBuildingAgent,21464.8401826484
243,8,MallAgent,154.95865011511214
243,9,MallAgent,154.95865011511214
243,10,ModernResidentialBuildingAgent,1650.0
243,11,ModernResidentialBuildingAgent,1650.0
243,12,ModernResidentialBuildingAgent,1650.0
243,13,ModernResidentialBuildingAgent,1650.0
243,14,ModernResidentialBuildingAgent,1650.0
243,15,ModernResidentialBuildingAgent,1650.0
243,16,ModernResidentialBuildingAgent,1650.0
243,17,ModernResidentialBuildingAgent,1650.0
243,18,ModernResidentialBuildingAgent,1650.0
243,19,ModernResidentialBuildingAgent,1650.0
243,20,ModernResidentialBuildingAgent,1650.0
243,21,ModernResidentialBuildingAgent,1650.0
243,22,ModernResidentialBuildingAgent,1650.0
243,23,ModernResidentialBuildingAgent,1650.0
243,24,ModernResidentialBuildingAgent,1650.0
243,25,ModernResidentialBuildingAgent,1650.0
243,26,ModernResidentialBuildingAgent,1650.0
243,27,ModernResidentialBuildingAgent,1650.0
243,28,ModernResidentialBuildingAgent,1650.0
243,29,ModernResidentialBuildingAgent,1650.0
243,30,ResidentialBuildingAgent,3790.0
243,31,ResidentialBuildingAgent,3790.0
243,32,ResidentialBuildingAgent,3790.0
243,33,ResidentialBuildingAgent,3790.0
243,34,ResidentialBuildingAgent,3790.0
243,35,ResidentialBuildingAgent,3790.0
243,36,ResidentialBuildingAgent,3790.0
243,37,ResidentialBuildingAgent,3790.0
243,38,ResidentialBuildingAgent,3790.0
243,39,ResidentialBuildingAgent,3790.0
243,40,ResidentialBuildingAgent,3790.0
243,41,ResidentialBuildingAgent,3790.0
244,1,EnterpriseBuildingAgent,2300.0114004653524
244,2,OfficeBuildingAgent,675.0
244,3,OfficeBuildingAgent,2700.0
244,4,OfficeBuildingAgent,6750.0
244,5,OfficeBuildingAgent,6750.0
244,6,HospitalBuildingAgent,21464.8401826484
244,7,HospitalBuildingAgent,21464.8401826484
244,8,MallAgent,154.95865011511214
244,9,MallAgent,154.95865011511214
244,10,ModernResidentialBuildingAgent,1650.0
244,11,ModernResidentialBuildingAgent,1650.0
244,12,ModernResidentialBuildingAgent,1650.0
244,13,ModernResidentialBuildingAgent,1650.0
244,14,ModernResidentialBuildingAgent,1650.0
244,15,ModernResidentialBuildingAgent,1650.0
244,16,ModernResidentialBuildingAgent,1650.0
244,17,ModernResidentialBuildingAgent,1650.0
244,18,ModernResidentialBuildingAgent,1650.0
244,19,ModernResidentialBuildingAgent,1650.0
244,20,ModernResidentialBuildingAgent,1650.0
244,21,ModernResidentialBuildingAgent,1650.0
244,22,ModernResidentialBuildingAgent,1650.0
244,23,ModernResidentialBuildingAgent,1650.0
244,24,ModernResidentialBuildingAgent,1650.0
244,25,ModernResidentialBuildingAgent,1650.0
244,26,ModernResidentialBuildingAgent,1650.0
244,27,ModernResidentialBuildingAgent,1650.0
244,28,ModernResidentialBuildingAgent,1650.0
244,29,ModernResidentialBuildingAgent,1650.0
244,30,ResidentialBuildingAgent,3790.0
244,31,ResidentialBuildingAgent,3790.0
244,32,ResidentialBuildingAgent,3790.0
244,33,ResidentialBuildingAgent,3790.0
244,34,ResidentialBuildingAgent,3790.0
244,35,ResidentialBuildingAgent,3790.0
244,36,ResidentialBuildingAgent,3790.0
244,37,ResidentialBuildingAgent,3790.0
244,38,ResidentialBuildingAgent,3790.0
244,39,ResidentialBuildingAgent,3790.0
244,40,ResidentialBuildingAgent,3790.0
244,41,ResidentialBuildingAgent,3790.0
245,1,EnterpriseBuildingAgent,2300.0114004653524
245,2,OfficeBuildingAgent,675.0
245,3,OfficeBuildingAgent,2700.0
245,4,OfficeBuildingAgent,6750.0
245,5,OfficeBuildingAgent,6750.0
245,6,HospitalBuildingAgent,21464.8401826484
245,7,HospitalBuildingAgent,21464.8401826484
245,8,MallAgent,156.2686024687145
245,9,MallAgent,156.2686024687145
245,10,ModernResidentialBuildingAgent,1650.0
245,11,ModernResidentialBuildingAgent,1650.0
245,12,ModernResidentialBuildingAgent,1650.0
245,13,ModernResidentialBuildingAgent,1650.0
245,14,ModernResidentialBuildingAgent,1650.0
245,15,ModernResidentialBuildingAgent,1650.0
245,16,ModernResidentialBuildingAgent,1650.0
245,17,ModernResidentialBuildingAgent,1650.0
245,18,ModernResidentialBuildingAgent,1650.0
245,19,ModernResidentialBuildingAgent,1650.0
245,20,ModernResidentialBuildingAgent,1650.0
245,21,ModernResidentialBuildingAgent,1650.0
245,22,ModernResidentialBuildingAgent,1650.0
245,23,ModernResidentialBuildingAgent,1650.0
245,24,ModernResidentialBuildingAgent,1650.0
245,25,ModernResidentialBuildingAgent,1650.0
245,26,ModernResidentialBuildingAgent,1650.0
245,27,ModernResidentialBuildingAgent,1650.0
245,28,ModernResidentialBuildingAgent,1650.0
245,29,ModernResidentialBuildingAgent,1650.0
245,30,ResidentialBuildingAgent,3790.0
245,31,ResidentialBuildingAgent,3790.0
245,32,ResidentialBuildingAgent,3790.0
245,33,ResidentialBuildingAgent,3790.0
245,34,ResidentialBuildingAgent,3790.0
245,35,ResidentialBuildingAgent,3790.0
245,36,ResidentialBuildingAgent,3790.0
245,37,ResidentialBuildingAgent,3790.0
245,38,ResidentialBuildingAgent,3790.0
245,39,ResidentialBuildingAgent,3790.0
245,40,ResidentialBuildingAgent,3790.0
245,41,ResidentialBuildingAgent,3790.0
246,1,EnterpriseBuildingAgent,2251.9219004309225
246,2,OfficeBuildingAgent,675.0
246,3,OfficeBuildingAgent,2700.0
246,4,OfficeBuildingAgent,6750.0
246,5,OfficeBuildingAgent,6750.0
246,6,HospitalBuildingAgent,21464.8401826484
246,7,HospitalBuildingAgent,21464.8401826484
246,8,MallAgent,156.2686024687145
246,9,MallAgent,156.2686024687145
246,10,ModernResidentialBuildingAgent,1650.0
246,11,ModernResidentialBuildingAgent,1650.0
246,12,ModernResidentialBuildingAgent,1650.0
246,13,ModernResidentialBuildingAgent,1650.0
246,14,ModernResidentialBuildingAgent,1650.0
246,15,ModernResidentialBuildingAgent,1650.0
246,16,ModernResidentialBuildingAgent,1650.0
246,17,ModernResidentialBuildingAgent,1650.0
246,18,ModernResidentialBuildingAgent,1650.0
246,19,ModernResidentialBuildingAgent,1650.0
246,20,ModernResidentialBuildingAgent,1650.0
246,21,ModernResidentialBuildingAgent,1650.0
246,22,ModernResidentialBuildingAgent,1650.0
246,23,ModernResidentialBuildingAgent,1650.0
246,24,ModernResidentialBuildingAgent,1650.0
246,25,ModernResidentialBuildingAgent,1650.0
246,26,ModernResidentialBuildingAgent,1650.0
246,27,ModernResidentialBuildingAgent,1650.0
246,28,ModernResidentialBuildingAgent,1650.0
246,29,ModernResidentialBuildingAgent,1650.0
246,30,ResidentialBuildingAgent,3790.0
246,31,ResidentialBuildingAgent,3790.0
246,32,ResidentialBuildingAgent,3790.0
246,33,ResidentialBuildingAgent,3790.0
246,34,ResidentialBuildingAgent,3790.0
246,35,ResidentialBuildingAgent,3790.0
246,36,ResidentialBuildingAgent,3790.0
246,37,ResidentialBuildingAgent,3790.0
246,38,ResidentialBuildingAgent,3790.0
246,39,ResidentialBuildingAgent,3790.0
246,40,ResidentialBuildingAgent,3790.0
246,41,ResidentialBuildingAgent,3790.0
247,1,EnterpriseBuildingAgent,2251.9219004309225
247,2,OfficeBuildingAgent,675.0
247,3,OfficeBuildingAgent,2700.0
247,4,OfficeBuildingAgent,6750.0
247,5,OfficeBuildingAgent,6750.0
247,6,HospitalBuildingAgent,21464.8401826484
247,7,HospitalBuildingAgent,21464.8401826484
247,8,MallAgent,156.2686024687145
247,9,MallAgent,156.2686024687145
247,10,ModernResidentialBuildingAgent,1650.0
247,11,ModernResidentialBuildingAgent,1650.0
247,12,ModernResidentialBuildingAgent,1650.0
247,13,ModernResidentialBuildingAgent,1650.0
247,14,ModernResidentialBuildingAgent,1650.0
247,15,ModernResidentialBuildingAgent,1650.0
247,16,ModernResidentialBuildingAgent,1650.0
247,17,ModernResidentialBuildingAgent,1650.0
247,18,ModernResidentialBuildingAgent,1650.0
247,19,ModernResidentialBuildingAgent,1650.0
